epoch,train_loss,val_loss,source
1,0.12815113067695685,0.12430437420513116,organamnist
2,0.06802778279862445,0.15215014642579297,organamnist
3,0.051418645852125106,0.12720479100358253,organamnist
4,0.05260375046527367,0.05592699832791992,organamnist
5,0.0554001485953379,0.11905693318740483,organamnist
6,0.046988797219744215,0.11845433436261088,organamnist
7,0.05255977487225065,0.10012102628402941,organamnist
8,0.062064640057518924,0.10482355302163199,organamnist
9,0.053528464385692795,0.18638964547940037,organamnist
10,0.046517438280971365,0.05787952395792886,organamnist
